code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
BBB,2013J,23798,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,5.0,86.08,590.0,7.66,77.0
BBB,2013J,27759,M,North Western Region,Lower Than A Level,40-50%,35-55,0,120,Y,Fail,5.0,69.75,366.0,7.96,46.0
BBB,2013J,30091,F,South West Region,A Level or Equivalent,10-20%,0-35,0,60,Y,Pass,8.0,73.33,1332.0,20.81,64.0
BBB,2013J,31014,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,2.0,37.5,531.0,11.3,47.0
BBB,2013J,31849,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,8.0,71.5,1179.0,14.74,80.0
BBB,2013J,37622,F,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,6.0,68.25,470.0,12.05,39.0
BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,3.0,45.33,94.0,10.44,9.0
BBB,2013J,47855,F,Scotland,Lower Than A Level,10-20%,35-55,3,300,N,Withdrawn,0.0,42.08,12.0,2.0,6.0
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,6.0,70.83,1829.0,11.58,158.0
BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,5.0,64.0,434.0,11.13,39.0
BBB,2013J,51301,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Withdrawn,0.0,7.75,670.0,13.96,48.0
BBB,2013J,52797,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,6.0,80.25,1117.0,18.31,61.0
BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Pass,6.0,55.5,1540.0,12.83,120.0
BBB,2013J,55026,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,6.0,54.17,283.0,7.26,39.0
BBB,2013J,56789,F,South East Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,5.0,70.08,379.0,11.48,33.0
BBB,2013J,57079,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,5.0,62.0,776.0,11.76,66.0
BBB,2013J,63044,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,3.0,26.67,231.0,14.44,16.0
BBB,2013J,68556,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Fail,2.0,19.0,98.0,6.53,15.0
BBB,2013J,73489,F,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,6.0,71.25,1845.0,12.81,144.0
BBB,2013J,74585,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,5.0,81.42,7811.0,45.68,171.0
BBB,2013J,78255,F,North Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,0.0,6.33,191.0,7.96,24.0
BBB,2013J,80717,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,5.0,85.25,3699.0,18.78,197.0
BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,5.0,82.25,474.0,9.88,48.0
BBB,2013J,86291,F,Wales,HE Qualification,50-60%,35-55,1,60,N,Fail,6.0,62.33,128.0,14.22,9.0
BBB,2013J,90243,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,5.0,58.92,1084.0,19.02,57.0
BBB,2013J,96475,M,South East Region,Lower Than A Level,60-70%,0-35,0,180,N,Pass,5.0,49.5,207.0,7.67,27.0
BBB,2013J,97567,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,7.0,84.25,471.0,15.7,30.0
BBB,2013J,98268,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,5.0,67.33,770.0,12.42,62.0
BBB,2013J,98720,F,London Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,9.0,66.25,439.0,12.91,34.0
BBB,2013J,100282,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,0.0,6.5,42.0,8.4,5.0
BBB,2013J,105527,F,Scotland,HE Qualification,40-50%,35-55,0,120,N,Pass,7.0,76.25,993.0,11.55,86.0
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,10.0,75.17,385.0,9.87,39.0
BBB,2013J,105883,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,5.0,70.33,4022.0,23.94,168.0
BBB,2013J,106588,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,5.0,82.67,981.0,12.91,76.0
BBB,2013J,108118,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,4.0,58.58,396.0,17.22,23.0
BBB,2013J,108760,F,London Region,Lower Than A Level,30-40%,35-55,3,60,N,Fail,7.0,51.5,846.0,16.59,51.0
BBB,2013J,109372,F,South West Region,Lower Than A Level,nan%,0-35,0,60,N,Pass,5.0,78.25,1450.0,11.79,123.0
BBB,2013J,109782,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,3.0,32.17,154.0,7.0,22.0
BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,6.0,79.58,1853.0,17.32,107.0
BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass,6.0,63.08,167.0,10.44,16.0
BBB,2013J,123716,M,North Region,Lower Than A Level,10-20%,0-35,0,90,N,Pass,5.0,73.67,1068.0,7.22,148.0
BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,5.0,75.17,1520.0,9.33,163.0
BBB,2013J,128386,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,2.0,22.08,66.0,5.08,13.0
BBB,2013J,128889,F,South Region,A Level or Equivalent,90-100%,35-55,1,120,N,Pass,5.0,78.0,9524.0,39.03,244.0
BBB,2013J,131051,F,Scotland,Lower Than A Level,60-70%,0-35,3,60,N,Pass,6.0,74.67,999.0,9.42,106.0
BBB,2013J,132626,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,3.0,42.25,480.0,8.89,54.0
BBB,2013J,134563,F,Scotland,Lower Than A Level,20-30%,0-35,2,60,N,Pass,7.0,81.67,5183.0,28.48,182.0
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,5.0,72.92,575.0,16.43,35.0
BBB,2013J,138920,F,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,4.0,32.42,437.0,14.57,30.0
BBB,2013J,139549,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,Y,Pass,7.0,60.67,286.0,10.59,27.0
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,5.0,76.92,878.0,15.68,56.0
BBB,2013J,146165,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,6.0,75.67,167.0,9.28,18.0
BBB,2013J,146600,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,5.0,65.25,324.0,9.82,33.0
BBB,2013J,151800,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,2.0,21.67,85.0,9.44,9.0
BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,10-20%,0-35,3,60,N,Fail,6.0,76.42,909.0,11.81,77.0
BBB,2013J,153704,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,0.0,48.83,165.0,5.5,30.0
BBB,2013J,154011,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,5.0,72.75,681.0,17.02,40.0
BBB,2013J,154570,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn,2.0,32.58,12401.0,101.65,122.0
BBB,2013J,156311,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,6.0,83.67,575.0,10.85,53.0
BBB,2013J,157060,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,7.0,57.08,302.0,15.89,19.0
BBB,2013J,157795,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,1,60,N,Pass,6.0,76.67,1519.0,13.44,113.0
BBB,2013J,161491,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,6.0,74.58,970.0,17.02,57.0
BBB,2013J,165823,F,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,60,N,Withdrawn,0.0,5.42,74.0,6.17,12.0
BBB,2013J,169213,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,5.0,61.92,332.0,6.51,51.0
BBB,2013J,174222,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,4.0,56.67,701.0,17.1,41.0
BBB,2013J,174440,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,3.0,19.5,196.0,11.53,17.0
BBB,2013J,174487,F,South Region,Lower Than A Level,10-20%,0-35,1,60,N,Pass,5.0,67.5,434.0,10.33,42.0
BBB,2013J,178738,F,East Anglian Region,HE Qualification,70-80%,0-35,1,60,N,Fail,2.0,22.67,161.0,10.73,15.0
BBB,2013J,178963,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,6.0,61.67,118.0,9.83,12.0
BBB,2013J,179254,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,3.0,22.25,45.0,9.0,5.0
BBB,2013J,182661,F,South Region,Lower Than A Level,40-50%,35-55,3,60,N,Pass,1.0,6.67,26.0,26.0,1.0
BBB,2013J,188026,F,Wales,HE Qualification,90-100%,0-35,1,120,N,Fail,7.0,81.58,444.0,7.93,56.0
BBB,2013J,189095,F,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Fail,2.0,26.5,904.0,23.79,38.0
BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,5.0,66.42,886.0,12.66,70.0
BBB,2013J,193215,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,2.0,18.67,307.0,11.81,26.0
BBB,2013J,195096,F,Wales,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,7.0,62.08,411.0,11.42,36.0
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Distinction,6.0,80.92,428.0,10.7,40.0
BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,6.0,73.33,330.0,8.68,38.0
BBB,2013J,197412,F,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,4.0,61.33,716.0,15.57,46.0
BBB,2013J,197759,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,5.0,81.25,1361.0,10.16,134.0
BBB,2013J,198339,F,South Region,Lower Than A Level,30-40%,35-55,1,60,Y,Withdrawn,0.0,6.67,142.0,9.47,15.0
BBB,2013J,199029,F,South Region,No Formal quals,90-100%,0-35,0,60,N,Distinction,5.0,86.75,505.0,10.74,47.0
BBB,2013J,199663,M,London Region,Post Graduate Qualification,30-40%,35-55,0,60,N,Pass,5.0,48.67,403.0,10.61,38.0
BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,1.0,5.33,117.0,9.75,12.0
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,5.0,73.67,176.0,7.04,25.0
BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,5.0,75.33,1028.0,8.5,121.0
BBB,2013J,227416,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,4.0,52.08,93.0,18.6,5.0
BBB,2013J,230081,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,5.0,73.83,727.0,7.65,95.0
BBB,2013J,231959,F,North Region,Lower Than A Level,20-30%,35-55,1,180,N,Withdrawn,3.0,30.17,271.0,10.84,25.0
BBB,2013J,233317,F,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,5.0,63.75,1112.0,18.23,61.0
BBB,2013J,233752,F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,5.0,77.75,7769.0,29.65,262.0
