code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
GGG,2014J,31205,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,30,Y,Fail,0.0,36.2,381.0,14.65,26.0
GGG,2014J,52702,F,Scotland,Lower Than A Level,20-30%,35-55,0,30,N,Pass,2.0,69.5,323.0,21.53,15.0
GGG,2014J,60162,F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,2.0,66.8,764.0,22.47,34.0
GGG,2014J,63949,F,Ireland,Lower Than A Level,30-40%,0-35,0,30,N,Pass,0.0,69.1,432.0,14.4,30.0
GGG,2014J,121182,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,1.0,57.1,92.0,11.5,8.0
GGG,2014J,125407,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,0.0,50.0,160.0,11.43,14.0
GGG,2014J,131314,M,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,3.0,41.0,292.0,19.47,15.0
GGG,2014J,132932,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass,6.0,44.4,447.0,12.08,37.0
GGG,2014J,141827,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,0.0,65.5,460.0,12.78,36.0
GGG,2014J,181251,F,South Region,Lower Than A Level,50-60%,55<=,0,30,N,Fail,0.0,6.0,19.0,9.5,2.0
GGG,2014J,198167,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,0.0,81.0,2029.0,21.14,96.0
GGG,2014J,226879,F,Scotland,HE Qualification,80-90%,35-55,0,30,N,Distinction,0.0,84.5,1048.0,20.15,52.0
GGG,2014J,226890,M,South West Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass,0.0,72.2,169.0,10.56,16.0
GGG,2014J,232480,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,1.0,16.0,102.0,8.5,12.0
GGG,2014J,237921,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,2.0,78.5,2431.0,19.29,126.0
GGG,2014J,239751,F,East Midlands Region,Lower Than A Level,10-20%,35-55,1,30,N,Pass,3.0,56.0,994.0,24.85,40.0
GGG,2014J,263341,M,North Western Region,Lower Than A Level,10-20%,0-35,0,30,N,Pass,1.0,55.8,914.0,9.93,92.0
GGG,2014J,275136,M,South West Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,2.0,57.5,416.0,14.86,28.0
GGG,2014J,276893,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,1.0,63.9,894.0,15.41,58.0
GGG,2014J,290854,F,Scotland,A Level or Equivalent,10-20%,35-55,0,30,N,Pass,1.0,55.6,1166.0,19.11,61.0
GGG,2014J,302145,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,4.0,69.5,605.0,19.52,31.0
GGG,2014J,302522,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Fail,1.0,35.5,310.0,11.92,26.0
GGG,2014J,308807,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,0.0,73.0,523.0,13.08,40.0
GGG,2014J,313925,F,North Region,A Level or Equivalent,10-20%,35-55,0,30,N,Distinction,0.0,80.3,469.0,20.39,23.0
GGG,2014J,317399,M,South Region,Lower Than A Level,90-100%,0-35,0,30,Y,Fail,1.0,12.2,42.0,6.0,7.0
GGG,2014J,323940,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,0.0,58.1,468.0,23.4,20.0
GGG,2014J,330682,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,0.0,69.0,812.0,15.62,52.0
GGG,2014J,338113,F,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,2.0,47.7,1274.0,19.6,65.0
GGG,2014J,339645,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,2.0,77.2,540.0,18.62,29.0
