code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
DDD,2013B,40419,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,1.0,10.21,144.0,16.0,9.0
DDD,2013B,41060,M,Ireland,HE Qualification,70-80%,0-35,0,60,N,Fail,6.0,65.07,411.0,12.09,34.0
DDD,2013B,43284,M,East Midlands Region,Lower Than A Level,80-90%,0-35,2,180,N,Withdrawn,6.0,45.93,847.0,8.82,96.0
DDD,2013B,45664,M,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,6.0,52.14,1048.0,15.88,66.0
DDD,2013B,52014,F,Wales,Lower Than A Level,0-10%,35-55,2,120,N,Fail,7.0,32.0,349.0,7.59,46.0
DDD,2013B,53488,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,7.0,82.07,1426.0,13.58,105.0
DDD,2013B,60135,F,West Midlands Region,A Level or Equivalent,nan%,0-35,0,60,N,Pass,7.0,49.5,2750.0,23.91,115.0
DDD,2013B,66579,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,2.0,24.29,681.0,17.92,38.0
DDD,2013B,67602,M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Pass,9.0,48.0,797.0,11.07,72.0
DDD,2013B,67785,F,London Region,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,6.0,61.36,1351.0,18.26,74.0
DDD,2013B,69491,F,East Anglian Region,Lower Than A Level,80-90%,0-35,4,60,N,Pass,7.0,66.0,373.0,7.61,49.0
DDD,2013B,76536,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,0.0,18.93,18.0,2.57,7.0
DDD,2013B,77763,M,East Anglian Region,HE Qualification,20-30%,35-55,0,150,N,Pass,10.0,89.5,1354.0,13.41,101.0
DDD,2013B,81351,M,Scotland,HE Qualification,90-100%,35-55,1,60,Y,Fail,8.0,66.86,817.0,8.51,96.0
DDD,2013B,86047,F,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass,8.0,47.36,890.0,20.23,44.0
DDD,2013B,87107,F,South West Region,HE Qualification,70-80%,0-35,0,60,N,Pass,2.0,34.21,861.0,11.18,77.0
DDD,2013B,89051,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Pass,7.0,81.57,1163.0,10.38,112.0
DDD,2013B,92775,F,North Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,6.0,30.21,10981.0,49.69,221.0
DDD,2013B,94923,F,Scotland,Lower Than A Level,30-40%,0-35,2,90,N,Fail,4.0,34.86,444.0,13.45,33.0
DDD,2013B,94964,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,3.0,8.5,199.0,15.31,13.0
DDD,2013B,95356,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,6.0,36.29,205.0,7.07,29.0
DDD,2013B,96592,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,7.0,81.57,776.0,16.87,46.0
DDD,2013B,103904,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,8.0,81.79,1579.0,16.28,97.0
DDD,2013B,108565,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1.0,4.5,203.0,22.56,9.0
DDD,2013B,110200,F,London Region,Lower Than A Level,70-80%,0-35,0,90,N,Fail,5.0,21.36,157.0,7.48,21.0
DDD,2013B,111113,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,2.0,9.64,367.0,8.53,43.0
DDD,2013B,111360,M,West Midlands Region,HE Qualification,30-40%,0-35,2,120,N,Withdrawn,3.0,14.79,386.0,10.72,36.0
DDD,2013B,112245,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,7.0,78.71,2262.0,17.4,130.0
DDD,2013B,117435,M,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,7.0,39.36,1355.0,22.58,60.0
DDD,2013B,117939,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,6.0,21.29,666.0,18.0,37.0
DDD,2013B,121000,F,Wales,Lower Than A Level,40-50%,0-35,0,270,Y,Fail,1.0,5.07,342.0,13.68,25.0
DDD,2013B,121390,M,North Western Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,3.0,21.64,371.0,14.27,26.0
DDD,2013B,128678,F,London Region,A Level or Equivalent,40-50%,35-55,1,90,N,Fail,11.0,33.36,782.0,13.96,56.0
DDD,2013B,130003,F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,2.0,28.14,238.0,10.35,23.0
DDD,2013B,131145,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,7.0,82.0,3335.0,15.3,218.0
DDD,2013B,131235,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1.0,5.29,744.0,24.8,30.0
DDD,2013B,131609,M,North Western Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,1.0,2.14,454.0,17.46,26.0
DDD,2013B,134025,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,7.0,85.5,2060.0,11.98,172.0
DDD,2013B,134188,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,7.0,76.43,1150.0,8.85,130.0
DDD,2013B,134336,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,5.0,42.64,278.0,7.72,36.0
DDD,2013B,137603,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass,7.0,80.0,1628.0,13.13,124.0
DDD,2013B,138709,M,North Region,Lower Than A Level,10-20%,0-35,0,60,Y,Withdrawn,1.0,2.36,515.0,20.6,25.0
DDD,2013B,142819,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,7.0,72.71,435.0,13.18,33.0
DDD,2013B,144923,M,Scotland,Lower Than A Level,70-80%,35-55,1,120,N,Fail,4.0,28.71,311.0,10.37,30.0
DDD,2013B,146651,M,South Region,A Level or Equivalent,40-50%,0-35,2,60,N,Fail,7.0,56.71,650.0,10.16,64.0
