code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
DDD,2014J,8462,M,London Region,HE Qualification,30-40%,55<=,1,60,N,Withdrawn,0.0,49.43,10.0,10.0,1.0
DDD,2014J,25572,F,London Region,HE Qualification,10-20%,0-35,2,150,N,Withdrawn,0.0,15.71,113.0,4.91,23.0
DDD,2014J,27417,M,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Withdrawn,0.0,34.43,100.0,8.33,12.0
DDD,2014J,33681,M,South East Region,A Level or Equivalent,50-60%,35-55,3,60,Y,Fail,0.0,43.29,30.0,15.0,2.0
DDD,2014J,33796,M,East Anglian Region,Lower Than A Level,80-90%,35-55,2,60,N,Pass,1.0,63.71,351.0,7.8,45.0
DDD,2014J,34087,M,South East Region,A Level or Equivalent,60-70%,35-55,1,60,Y,Fail,0.0,48.14,131.0,6.89,19.0
DDD,2014J,46016,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0.0,27.86,389.0,10.24,38.0
DDD,2014J,46812,F,North Region,Lower Than A Level,0-10%,0-35,1,180,Y,Withdrawn,0.0,7.86,141.0,9.4,15.0
DDD,2014J,51033,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0.0,85.43,913.0,15.74,58.0
DDD,2014J,51153,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,0.0,61.71,1179.0,11.67,101.0
DDD,2014J,51955,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,1.0,49.71,405.0,5.87,69.0
DDD,2014J,53632,M,Wales,Lower Than A Level,90-100%,0-35,2,60,N,Fail,0.0,62.14,73.0,10.43,7.0
DDD,2014J,54810,M,South Region,HE Qualification,40-50%,0-35,1,60,N,Pass,3.0,67.86,441.0,9.0,49.0
DDD,2014J,58731,F,South West Region,A Level or Equivalent,40-50%,0-35,1,110,Y,Pass,1.0,56.29,177.0,9.83,18.0
DDD,2014J,63015,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail,0.0,75.14,694.0,10.52,66.0
DDD,2014J,63827,M,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,0.0,33.57,108.0,4.91,22.0
DDD,2014J,68417,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0.0,76.43,1270.0,13.66,93.0
DDD,2014J,71676,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0.0,60.0,1077.0,11.71,92.0
DDD,2014J,73019,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,0.0,45.0,540.0,14.59,37.0
DDD,2014J,73664,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,2.0,7.14,103.0,5.72,18.0
DDD,2014J,75427,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,66.43,1073.0,9.58,112.0
DDD,2014J,76081,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,150,Y,Pass,0.0,69.0,680.0,7.31,93.0
DDD,2014J,80329,M,South Region,Lower Than A Level,80-90%,0-35,2,90,N,Pass,1.0,60.57,636.0,8.15,78.0
DDD,2014J,80775,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0.0,83.0,698.0,8.95,78.0
DDD,2014J,83553,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,1.0,26.43,393.0,13.55,29.0
DDD,2014J,88439,F,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass,1.0,86.14,809.0,10.93,74.0
