code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
AAA,2013J,11391,M,East Anglian Region,HE Qualification,90-100%,55<=,0,240,N,Pass,0.0,68.33,934.0,23.35,40.0
AAA,2013J,28400,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,2.0,55.33,1435.0,17.94,80.0
AAA,2013J,31604,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0.0,63.33,2158.0,17.54,123.0
AAA,2013J,32885,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,5.0,45.33,1034.0,14.77,70.0
AAA,2013J,38053,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1.0,56.67,2445.0,17.1,143.0
AAA,2013J,45462,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,2.0,56.67,1492.0,16.58,90.0
AAA,2013J,45642,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,2.0,60.33,1428.0,13.6,105.0
AAA,2013J,52130,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,1.0,59.5,1894.0,15.52,122.0
AAA,2013J,53025,M,North Region,Post Graduate Qualification,nan%,55<=,0,60,N,Pass,0.0,65.0,3158.0,22.24,142.0
AAA,2013J,57506,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0.0,61.67,1319.0,14.66,90.0
AAA,2013J,58873,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1.0,61.0,1732.0,14.43,120.0
AAA,2013J,59185,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,0.0,65.5,1102.0,18.07,61.0
AAA,2013J,62155,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,0.0,63.33,3388.0,22.89,148.0
AAA,2013J,63400,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,0.0,59.67,2737.0,15.64,175.0
AAA,2013J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,0.0,22.33,171.0,15.55,11.0
AAA,2013J,70464,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0.0,46.33,1053.0,22.89,46.0
AAA,2013J,71361,M,Ireland,HE Qualification,nan%,35-55,0,60,N,Pass,0.0,67.0,2327.0,17.24,135.0
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20%,35-55,0,150,N,Fail,2.0,32.33,116.0,8.29,14.0
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1.0,55.0,2992.0,24.52,122.0
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1.0,58.67,680.0,7.91,86.0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,5.0,59.0,1494.0,11.95,125.0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,0.0,12.33,339.0,14.12,24.0
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0.0,50.5,2839.0,31.2,91.0
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,2.0,57.0,744.0,14.31,52.0
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,0.0,60.5,4104.0,28.5,144.0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0.0,65.0,1944.0,10.98,177.0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,0.0,63.83,1150.0,19.83,58.0
