code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
EEE,2013J,35355,M,Wales,Lower Than A Level,0-10%,35-55,0,30,N,Pass,0.0,66.8,2242.0,17.79,126.0
EEE,2013J,42638,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,0.0,64.6,6186.0,30.62,202.0
EEE,2013J,43564,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,0.0,74.2,2334.0,20.84,112.0
EEE,2013J,54062,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,0.0,71.2,1477.0,19.18,77.0
EEE,2013J,63112,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,0.0,69.6,3018.0,30.48,99.0
EEE,2013J,66713,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0.0,61.2,1850.0,21.26,87.0
EEE,2013J,70214,M,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Pass,0.0,38.4,3140.0,23.09,136.0
EEE,2013J,76579,F,Yorkshire Region,HE Qualification,10-20%,0-35,0,60,N,Withdrawn,0.0,13.8,771.0,13.53,57.0
EEE,2013J,88568,M,North Western Region,HE Qualification,70-80%,35-55,0,30,N,Pass,0.0,71.8,3582.0,25.96,138.0
EEE,2013J,96873,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,0.0,18.4,402.0,18.27,22.0
EEE,2013J,105168,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail,1.0,35.0,567.0,22.68,25.0
EEE,2013J,107339,F,Scotland,HE Qualification,10-20%,0-35,0,60,N,Distinction,0.0,77.4,2221.0,17.22,129.0
EEE,2013J,113698,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,1.0,24.4,271.0,10.42,26.0
EEE,2013J,113824,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,Y,Fail,2.0,30.4,590.0,17.35,34.0
EEE,2013J,117197,F,South Region,A Level or Equivalent,40-50%,0-35,0,130,N,Pass,0.0,71.0,1009.0,21.93,46.0
EEE,2013J,126337,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,1.0,38.8,1785.0,22.31,80.0
EEE,2013J,128929,F,North Region,A Level or Equivalent,10-20%,0-35,0,145,N,Distinction,0.0,73.8,1410.0,21.04,67.0
EEE,2013J,132123,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,Pass,0.0,71.6,1054.0,15.97,66.0
EEE,2013J,134982,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,1.0,52.0,1044.0,22.21,47.0
EEE,2013J,140060,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,50,N,Distinction,0.0,70.8,2110.0,19.54,108.0
EEE,2013J,140518,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,18.4,297.0,22.85,13.0
EEE,2013J,143711,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,0.0,71.4,2127.0,19.51,109.0
EEE,2013J,144448,M,North Western Region,Lower Than A Level,30-40%,35-55,0,110,N,Distinction,0.0,75.2,4365.0,30.52,143.0
EEE,2013J,146974,F,London Region,A Level or Equivalent,10-20%,0-35,0,90,N,Pass,1.0,60.0,1054.0,19.16,55.0
EEE,2013J,153788,M,North Western Region,No Formal quals,20-30%,0-35,0,60,N,Fail,1.0,53.2,3100.0,30.39,102.0
EEE,2013J,160536,F,South Region,Lower Than A Level,30-40%,0-35,0,180,Y,Pass,0.0,70.6,1400.0,11.11,126.0
EEE,2013J,164968,M,Scotland,HE Qualification,90-100%,0-35,0,45,N,Pass,1.0,73.0,1306.0,18.66,70.0
EEE,2013J,165509,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,1.0,43.4,574.0,14.0,41.0
EEE,2013J,173710,M,East Anglian Region,HE Qualification,80-90%,35-55,0,90,N,Distinction,0.0,72.2,3100.0,19.38,160.0
EEE,2013J,173834,F,West Midlands Region,HE Qualification,90-100%,35-55,0,30,N,Pass,0.0,73.8,2378.0,19.82,120.0
EEE,2013J,174010,M,East Midlands Region,Lower Than A Level,10-20%,0-35,0,30,N,Fail,0.0,51.0,1675.0,23.93,70.0
EEE,2013J,176086,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,Fail,0.0,13.6,443.0,36.92,12.0
EEE,2013J,188273,F,East Anglian Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,0.0,73.8,952.0,14.65,65.0
EEE,2013J,189629,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,2.0,41.8,1670.0,27.38,61.0
EEE,2013J,191000,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Withdrawn,0.0,49.6,1053.0,21.06,50.0
EEE,2013J,195234,M,Scotland,Lower Than A Level,90-100%,0-35,0,30,N,Fail,0.0,22.4,900.0,25.71,35.0
EEE,2013J,197486,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Pass,0.0,60.0,2334.0,19.95,117.0
EEE,2013J,200095,M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,Pass,0.0,71.2,6674.0,37.28,179.0
EEE,2013J,202677,M,London Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,3.0,56.2,2080.0,17.33,120.0
EEE,2013J,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,0.0,75.8,1813.0,19.29,94.0
EEE,2013J,227192,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0.0,61.8,2298.0,29.84,77.0
EEE,2013J,233311,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0.0,74.8,3328.0,23.44,142.0
EEE,2013J,233771,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0.0,68.2,883.0,9.29,95.0
