code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
BBB,2013B,23629,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Fail,3.0,27.5,161.0,10.06,16.0
BBB,2013B,25107,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,6.0,70.92,2562.0,22.28,115.0
BBB,2013B,27891,M,Scotland,Lower Than A Level,0-10%,0-35,2,120,Y,Withdrawn,4.0,34.58,301.0,14.33,21.0
BBB,2013B,29144,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,6.0,54.92,1914.0,15.56,123.0
BBB,2013B,31663,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,6.0,72.67,5906.0,26.6,222.0
BBB,2013B,33666,F,London Region,A Level or Equivalent,10-20%,0-35,1,60,N,Withdrawn,2.0,19.67,1208.0,18.3,66.0
BBB,2013B,34229,F,Ireland,A Level or Equivalent,0-10%,35-55,2,120,N,Pass,7.0,66.0,706.0,14.12,50.0
BBB,2013B,34353,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,Y,Fail,5.0,75.5,391.0,12.22,32.0
BBB,2013B,34431,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,1.0,6.67,192.0,14.77,13.0
BBB,2013B,34756,F,East Midlands Region,Lower Than A Level,10-20%,0-35,1,150,N,Withdrawn,2.0,16.83,129.0,11.73,11.0
BBB,2013B,34863,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,7.0,67.75,198.0,10.42,19.0
BBB,2013B,35812,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,5.92,19.0,6.33,3.0
BBB,2013B,39655,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,5.0,76.17,432.0,12.71,34.0
BBB,2013B,50993,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,5.0,34.67,176.0,7.65,23.0
BBB,2013B,52899,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,2.0,12.67,928.0,38.67,24.0
BBB,2013B,58089,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,90,N,Fail,1.0,14.58,102.0,17.0,6.0
BBB,2013B,62631,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,5.0,46.92,525.0,15.91,33.0
BBB,2013B,70608,F,South East Region,HE Qualification,70-80%,35-55,0,240,N,Distinction,6.0,77.17,270.0,10.0,27.0
BBB,2013B,74695,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,5.0,76.5,3679.0,30.16,122.0
BBB,2013B,74734,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,5.0,69.17,208.0,6.12,34.0
BBB,2013B,75399,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,5.0,60.75,489.0,9.98,49.0
BBB,2013B,78645,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,2.0,24.42,426.0,10.65,40.0
BBB,2013B,82535,F,Wales,Lower Than A Level,20-30%,0-35,0,180,N,Pass,5.0,62.75,352.0,7.82,45.0
BBB,2013B,82741,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,6.0,68.67,879.0,20.44,43.0
