code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
FFF,2013B,33915,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,0.0,84.46,4121.0,32.2,128.0
FFF,2013B,35544,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0.0,80.85,2107.0,20.86,101.0
FFF,2013B,35860,M,South West Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,1.0,63.85,2215.0,33.06,67.0
FFF,2013B,36385,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,Y,Withdrawn,0.0,27.15,1355.0,26.57,51.0
FFF,2013B,37298,M,Ireland,HE Qualification,nan%,0-35,0,120,N,Pass,1.0,71.23,2097.0,24.1,87.0
FFF,2013B,42668,M,London Region,Lower Than A Level,10-20%,35-55,1,120,N,Pass,3.0,72.62,2839.0,26.29,108.0
FFF,2013B,43273,M,East Midlands Region,HE Qualification,60-70%,35-55,0,90,N,Pass,1.0,70.15,1862.0,28.21,66.0
FFF,2013B,43430,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0.0,79.92,5693.0,36.03,158.0
FFF,2013B,50263,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,0.0,75.92,5863.0,36.42,161.0
FFF,2013B,53197,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Fail,0.0,0.0,60.0,12.0,5.0
FFF,2013B,53709,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,2.0,43.23,1735.0,33.37,52.0
FFF,2013B,55450,M,South East Region,A Level or Equivalent,30-40%,35-55,1,120,N,Fail,1.0,22.85,1195.0,32.3,37.0
FFF,2013B,58549,M,North Region,A Level or Equivalent,nan%,0-35,0,120,N,Distinction,0.0,85.69,2481.0,28.85,86.0
FFF,2013B,60519,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,0.0,22.15,3198.0,39.98,80.0
FFF,2013B,65656,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,150,N,Pass,2.0,70.31,1776.0,16.6,107.0
FFF,2013B,68208,M,Scotland,HE Qualification,70-80%,35-55,2,270,N,Fail,4.0,51.92,7467.0,47.56,157.0
FFF,2013B,71578,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0.0,63.38,1572.0,27.58,57.0
FFF,2013B,72693,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,140,Y,Pass,6.0,72.08,2269.0,24.66,92.0
FFF,2013B,74113,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,0.0,28.46,583.0,25.35,23.0
FFF,2013B,77998,M,Ireland,Lower Than A Level,nan%,35-55,1,180,N,Withdrawn,3.0,40.46,511.0,11.36,45.0
FFF,2013B,80745,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass,2.0,49.62,1015.0,23.07,44.0
FFF,2013B,80886,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,0.0,21.31,589.0,22.65,26.0
FFF,2013B,82556,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0.0,24.08,1538.0,76.9,20.0
FFF,2013B,82817,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Pass,3.0,55.31,1370.0,29.15,47.0
FFF,2013B,84051,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,0.0,18.0,210.0,7.5,28.0
FFF,2013B,86538,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,1.0,31.69,1569.0,30.76,51.0
FFF,2013B,87152,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,0.0,76.38,2253.0,20.67,109.0
FFF,2013B,89895,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1.0,73.38,5614.0,28.35,198.0
FFF,2013B,96729,M,London Region,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,1.0,79.08,2707.0,25.54,106.0
FFF,2013B,99993,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,0.0,64.46,3922.0,26.86,146.0
FFF,2013B,101306,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,1.0,7.54,866.0,24.06,36.0
FFF,2013B,107162,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,1.0,79.62,4243.0,37.88,112.0
FFF,2013B,108330,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,2.0,54.23,3209.0,27.19,118.0
FFF,2013B,110085,M,Ireland,Lower Than A Level,nan%,0-35,1,310,N,Fail,3.0,63.0,1679.0,33.58,50.0
FFF,2013B,110116,M,East Midlands Region,HE Qualification,40-50%,0-35,1,150,N,Pass,0.0,77.69,4092.0,34.97,117.0
FFF,2013B,111775,M,Ireland,HE Qualification,nan%,35-55,1,60,N,Pass,0.0,82.08,3211.0,27.92,115.0
FFF,2013B,115373,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,1.0,75.46,3386.0,24.9,136.0
FFF,2013B,118532,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0.0,79.77,4531.0,31.69,143.0
FFF,2013B,118668,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,0.0,72.77,3249.0,37.78,86.0
FFF,2013B,119353,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0.0,79.23,3708.0,27.07,137.0
FFF,2013B,125996,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,3.0,72.85,3327.0,44.96,74.0
FFF,2013B,126088,M,London Region,HE Qualification,30-40%,35-55,1,120,N,Fail,1.0,14.54,1140.0,17.01,67.0
FFF,2013B,128142,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,1.0,42.54,1706.0,31.02,55.0
FFF,2013B,128791,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1.0,13.85,1235.0,28.72,43.0
FFF,2013B,130403,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,1.0,60.0,5639.0,37.59,150.0
FFF,2013B,131272,M,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,120,N,Pass,0.0,70.0,5485.0,31.89,172.0
FFF,2013B,134260,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,0.0,78.38,1157.0,20.66,56.0
FFF,2013B,135075,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0.0,78.46,2881.0,25.95,111.0
FFF,2013B,139949,F,South West Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,0.0,84.31,3610.0,25.79,140.0
FFF,2013B,140866,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,3.0,79.77,3028.0,48.84,62.0
FFF,2013B,140907,M,North Region,No Formal quals,nan%,0-35,0,120,N,Pass,0.0,73.38,3407.0,20.77,164.0
FFF,2013B,142339,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,0.0,85.77,5463.0,29.21,187.0
FFF,2013B,143350,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,0.0,74.62,2637.0,25.36,104.0
FFF,2013B,144747,M,London Region,HE Qualification,50-60%,0-35,1,150,N,Distinction,1.0,79.0,1661.0,24.43,68.0
FFF,2013B,146679,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,210,N,Withdrawn,0.0,5.69,637.0,35.39,18.0
FFF,2013B,147168,M,North Region,A Level or Equivalent,nan%,35-55,0,60,N,Pass,0.0,72.77,8583.0,34.89,246.0
FFF,2013B,149567,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,5.85,485.0,21.09,23.0
FFF,2013B,149680,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass,0.0,78.23,5338.0,27.8,192.0
FFF,2013B,149693,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0.0,61.46,2835.0,31.85,89.0
FFF,2013B,150763,M,North Region,Lower Than A Level,nan%,35-55,0,100,N,Pass,0.0,70.54,9875.0,41.15,240.0
FFF,2013B,151465,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1.0,64.85,2495.0,28.68,87.0
FFF,2013B,153110,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail,2.0,26.92,534.0,12.71,42.0
FFF,2013B,153785,F,North Western Region,Lower Than A Level,10-20%,0-35,0,60,Y,Pass,0.0,76.15,5075.0,26.16,194.0
FFF,2013B,155511,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,1.0,77.46,5057.0,36.91,137.0
FFF,2013B,157308,F,South West Region,HE Qualification,30-40%,0-35,0,180,N,Pass,1.0,55.92,2675.0,50.47,53.0
