code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
FFF,2013J,26247,M,South East Region,HE Qualification,80-90%,35-55,2,60,N,Fail,0.0,6.77,478.0,26.56,18.0
FFF,2013J,29335,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,0.0,85.0,8840.0,38.43,230.0
FFF,2013J,29769,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,2.0,35.77,1608.0,22.65,71.0
FFF,2013J,32221,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,0.0,34.46,1133.0,23.6,48.0
FFF,2013J,33600,F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,Withdrawn,0.0,6.46,481.0,22.9,21.0
FFF,2013J,34731,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,17.46,681.0,20.64,33.0
FFF,2013J,42616,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,2.0,74.08,4093.0,25.11,163.0
FFF,2013J,43958,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0.0,29.15,2220.0,30.0,74.0
FFF,2013J,47924,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,1.0,6.31,34.0,17.0,2.0
FFF,2013J,50487,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass,0.0,74.85,5021.0,38.33,131.0
FFF,2013J,51485,M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,120,N,Distinction,5.0,84.54,2750.0,31.61,87.0
FFF,2013J,51576,F,London Region,Lower Than A Level,10-20%,0-35,0,90,N,Distinction,1.0,82.0,5302.0,67.97,78.0
FFF,2013J,53166,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0.0,65.23,2861.0,44.7,64.0
FFF,2013J,54882,M,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,0.0,17.62,498.0,11.32,44.0
FFF,2013J,55013,M,North Region,A Level or Equivalent,10-20%,0-35,0,120,N,Fail,1.0,16.38,604.0,17.26,35.0
FFF,2013J,55419,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,0.0,12.0,275.0,25.0,11.0
FFF,2013J,57844,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,2.0,75.77,1972.0,30.81,64.0
FFF,2013J,58640,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,0.0,62.31,1784.0,15.79,113.0
FFF,2013J,63295,M,South Region,HE Qualification,90-100%,35-55,0,150,N,Pass,3.0,53.38,1210.0,27.5,44.0
FFF,2013J,64388,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,2.0,54.15,4596.0,29.46,156.0
FFF,2013J,66451,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1.0,72.92,1161.0,35.18,33.0
FFF,2013J,68107,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,2.0,81.23,4255.0,36.68,116.0
FFF,2013J,69346,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,0.0,20.23,1458.0,45.56,32.0
FFF,2013J,70495,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,0.0,80.77,5273.0,33.59,157.0
FFF,2013J,71252,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,0.0,72.31,1194.0,32.27,37.0
